id,gene_symbol
19967,Prrx2
71913,Prrxl1
18905,Prss12
49569,Psd
18927,Psen1
18928,Psen2
42183,Psenen
18960,Pspn
18969,Ptch1
18974,Pten
18976,Ptf1a
18978,Ptgds
18988,Ptgs2
18990,Pthlh
13860,Ptk2
47302,Ptk7
19027,Ptprc
19035,Ptprk
19036,Ptpru
19046,Ptprz1
19056,Pvalb
37265,Pvrl1
19057,Pvrl2
37561,Pvrl3
47581,Pvrl4
47976,Pygo1
44753,Pygo2
85147,Pyy
74548,Qdpr
37252,Rab37
19102,Rab3a
45749,Rab3b
19116,Rac1
19117,Rac2
82061,Rac3
19140,Rai1
71908,Rapgef1
85296,Rapgef5
19164,Rara
85409,Rarb
19174,Rarg
77440,Rasa2
19180,Rasgrf1
19181,Rasgrf2
19197,Rax
19408,Rb1
19427,Rbpj
19435,Rcn1
68548,Rcor2
19460,Rela
19462,Reln
44545,Rere
19475,Rest
19476,Ret
19488,Rfx2
46978,Rfx4
33264,Rfx5
43708,Rgs10
19499,Rgs4
19507,Rheb
11635,Rhoa
121786,Rhox1
131349,Rhox10
83251,Rhox11
120612,Rhox12
37009,Rhox4b
83266,Rhox4e
18383,Rhox5
18965,Rhox6
131348,Rhox8
68549,Rhox9
19536,Rln1
84379,Rln3
11645,Rnd2
36015,Rnf14
19639,Robo1
92611,Robo2
19412,Robo3
19641,Rock2
26310,Ror1
26311,Ror2
19646,Rora
86335,Rorb
19648,Rorc
19649,Ros1
43717,Rprm
19805,Rps12
19865,Rps4x
50211,Rptor
44592,Rreb1
82848,Rspo1
88569,Rspo2
48621,Rspo3
86769,Rspo4
41603,Rtn4r
88381,Rtn4rl1
12179,Runx1
12180,Runx1t1
12178,Runx2
120252,Rxfp1
88559,Rxfp3
19944,Rxra
19945,Rxrb
19946,Rxrg
35633,Rybp
19950,Ryk
19957,S100a10
19966,S100b
13387,S1pr1
37230,Sall1
30014,Sall2
20451,Sall3
63547,Sall4
19993,Satb1
84457,Satb2
85488,Scara3
20540,Scarb1
86028,Scarf2
73391,Sccpdh
20017,Scg2
20018,Scg3
20157,Scg5
20027,Scn10a
20028,Scn1a
124782,Scn4b
20034,Scn5a
20039,Scnn1a
50458,Scpep1
20050,Sct
41281,Scube1
20052,Scx
18059,Sebox
20101,Sel1l
20108,Selplg
20109,Sema3a
20110,Sema3b
20111,Sema3c
72311,Sema3d
20112,Sema3e
20113,Sema3f
20114,Sema4a
20115,Sema4b
20116,Sema4c
20117,Sema4d
20118,Sema4f
26204,Sema4g
20119,Sema5a
20120,Sema5b
20121,Sema6a
20122,Sema6b
20123,Sema6c
84750,Sema6d
20124,Sema7a
20126,Sepp1
20476,Serpina3k
47748,Serpina9
42065,Serpinb1a
37204,Sertad2
49092,Setd7
20140,Sfrp1
20082,Sfrp2
20142,Sfrp4
33903,Sfrp5
23803,Sgcd
20156,Sgk1
84435,Sh3bgrl2
37264,Shank3
20178,Shbg
20179,Shc1
20186,Shh
20192,Shox2
20227,Sim1
20228,Sim2
89268,Sipa1l2
20233,Six1
20234,Six2
20235,Six3
20236,Six4
20237,Six5
20238,Six6
83882,Skor1
20258,Slc12a2
20264,Slc16a2
80230,Slc17a6
48802,Slc17a7
84940,Slc17a8
75031,Slc18a1
84624,Slc18a2
20270,Slc18a3
20272,Slc1a1
20273,Slc1a2
20274,Slc1a3
35249,Slc1a4
20275,Slc1a6
89066,Slc29a4
20287,Slc2a1
22105,Slc32a1
33240,Slc40a1
20299,Slc5a1
87401,Slc6a1
89107,Slc6a11
14188,Slc6a13
20300,Slc6a2
12942,Slc6a3
15342,Slc6a4
68410,Slc6a5
26686,Slc9a3r1
109037,Slc9a9
20324,Slit1
20325,Slit2
20326,Slit3
52805,Slitrk1
16895,Smad1
16896,Smad2
16897,Smad3
16898,Smad4
16899,Smad5
16900,Smad6
16901,Smad7
35279,Smad9
20348,Smarca4
36650,Smarce1
106692,Smo
40707,Smoc2
20379,Snca
20380,Sncg
27425,Snf8
20411,Sntb1
42197,Snw1
50275,Sohlh2
20174,Sorbs1
20422,Sorl1
20423,Sort1
41885,Sostdc1
88370,Sowaha
20427,Sox10
20428,Sox11
20429,Sox12
20430,Sox13
20431,Sox14
20432,Sox15
20433,Sox17
20434,Sox18
20436,Sox2
85888,Sox21
20437,Sox3
84627,Sox30
20439,Sox4
20440,Sox5
20441,Sox6
20442,Sox7
20443,Sox8
20444,Sox9
20449,Sp3
41007,Sp5
107080,Sp8
120188,Sp9
20454,Sparc
29762,Spdef
35661,Spen
20138,Spi1
93060,Spib
20490,Spic
20495,Spint2
20512,Spp1
56098,Sptbn4
54765,Srd5a1
20549,Srebf1
20550,Srebf2
20569,Srf
20579,Srpk2
21435,Sry
92739,Ss18l1
20595,Ssrp1
20366,Sst
20367,Sstr1
20368,Sstr2
20369,Sstr3
20370,Sstr4
88752,St18
40846,St7
81782,Stard5
20608,Stat1
20610,Stat3
20611,Stat4
20612,Stat5a
20613,Stat5b
78462,Steap4
107544,Strip2
20669,Stx1a
20670,Stx3
85214,Stxbp6
89116,Styk1
77466,Supt16
20686,Supt5
20725,Syn1
47844,Synpr
20740,Syt1
33817,Syt10
21094,Tac1
21095,Tac2
21097,Tacr1
21098,Tacr2
21099,Tacr3
63900,Taf13
21104,Taf6
23825,Taf7
72303,Taf9
21107,Tagln2
21110,Tal1
21111,Tal2
21136,Tbr1
21145,Tbx15
52206,Tbx18
58209,Tbx19
21146,Tbx2
36522,Tbx20
37037,Tbx21
21147,Tbx3
51711,Tcam1
43766,Tceb1
46412,Tcerg1l
21167,Tcf12
21168,Tcf15
21172,Tcf20
21173,Tcf21
45693,Tcf23
42698,Tcf25
21184,Tcf3
21174,Tcf4
21175,Tcf7
21176,Tcf7l1
21177,Tcf7l2
93209,Tcfl5
21428,Tdgf1
35999,Tdo2
21437,Tead1
21438,Tead2
21439,Tead3
21445,Tef
21447,Tek
23716,Tenm3
21511,Tert
21539,Tfam
21179,Tfap2a
21180,Tfap2b
21181,Tfap2c
86489,Tfap2d
109135,Tfap2e
57632,Tfap4
15053,Tfb2m
21183,Tfcp2
21540,Tfdp1
84320,Tfdp2
84108,Tfe3
21186,Tfeb
21187,Tfec
21561,Tgfa
21562,Tgfb1
21567,Tgfb2
21568,Tgfb3
21571,Tgfbr1
21572,Tgfbr2
21573,Tgfbr3
21574,Tgif1
86790,Tgif2
89412,Tgif2lx1
21575,Tgm1
21582,Th
21586,Thbs3
21592,Thra
21593,Thrb
21603,Tiam1
23752,Tiam2
21605,Tie1
69899,Tigd5
21644,Tle1
21646,Tle3
21647,Tle4
77337,Tle6
23839,Tlr2
21665,Tlx1
21666,Tlx2
26885,Tlx3
41954,Tmed3
87282,Tmem119
85299,Tmem196
21680,Tnc
21681,Tnnc1
21712,Tnnt1
21726,Top1
89963,Tox
92738,Tox2
89252,Tox3
92572,Tox4
21744,Tpd52l1
21747,Tph1
84950,Tph2
13213,Trdmt1
21798,Trf
21801,Trh
21802,Trhr
85202,Trib2
21607,Trim24
21608,Trim28
27849,Trim36
108948,Trim66
45557,Trip13
35684,Trip4
21816,Trp53
93222,Trp53i11
21818,Trp63
21819,Trp73
21823,Trpc4
21824,Trpc5
21825,Trpc6
58142,Trps1
83052,Trpv1
40516,Trpv4
41454,Tsc1
21841,Tsc2
21566,Tsc22d1
14381,Tsc22d3
54669,Tsc22d4
74951,Tshz1
86813,Tshz2
42968,Tspan31
49885,Ttf2
21896,Ttr
37048,Ttyh1
21909,Tubb3
44684,Tulp4
21917,Twist1
13125,Twist2
21931,Tyro3
21972,Ube3a
21190,Ubtf
144479,Ubtfl1
21983,Ucn
57672,Ucn3
71613,Unc5a
71614,Unc5b
22010,Unc5c
84240,Unc5d
22012,Uncx
22035,Usf1
22039,Usf2
22074,Vamp1
22080,Vasp
26694,Vat1
92920,Vat1l
22082,Vav2
22083,Vax1
23864,Vax2
22094,Vdr
22096,Vegfa
22097,Vegfb
22098,Vegfc
120344,Vgf
22110,Vip
22111,Vipr1
22112,Vipr2
77607,Vsx1
12462,Vsx2
85441,Wdhd1
37022,Wdr12
22150,Wfs1
49591,Whrn
71985,Whsc1
23868,Wif1
22159,Wisp1
22165,Wnt1
22166,Wnt10a
22167,Wnt10b
22168,Wnt11
60387,Wnt16
22170,Wnt2
22171,Wnt2b
22172,Wnt3
22173,Wnt3a
22174,Wnt4
22175,Wnt5a
22176,Wnt5b
22177,Wnt6
22178,Wnt7a
22179,Wnt7b
20652,Wnt8a
22180,Wnt8b
85049,Wnt9a
22169,Wnt9b
61234,Wwtr1
22190,Xbp1
82048,Xpnpep2
88024,Zbtb16
35770,Zbtb20
36084,Zbtb33
16739,Zbtb7a
22481,Zbtb7b
46387,Zdhhc2
21178,Zeb1
23887,Zeb2
88528,Zfhx2
11693,Zfhx3
56662,Zfhx4
83115,Zfp184
87008,Zfp189
37620,Zfp191
22437,Zfp207
49961,Zfp263
11978,Zfp36l1
88115,Zfp445
22461,Zfp46
88953,Zfp462
120835,Zfp488
108583,Zfp516
86218,Zfp521
88584,Zfp647
48147,Zfp777
22519,Zfpm2
22527,Zhx1
122629,Zhx2
107734,Zhx3
22528,Zic1
22529,Zic2
22530,Zic3
22531,Zic4
41618,Zic5
50411,Zkscan1
32192,Zkscan6
60333,Zkscan8
107093,Zmat4
129320,Zscan26
